PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;ORGANISME;OBSERVATEUR;CD_STATION;STATION;METHODE;REPETITION;Longitude;Latitude;ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;RANK;male;female;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG/COLLECTION;DATE_DETERMINATION;ENVOI_CARDOBS
France;AQUITAINE;LOT-ET-GARONNE;47;47114;Grezet-Cavagnan;Université de Rennes;Université de Rennes;2167324;1826;Pitfall;6;44.3664478290357;0.117461238742218;87;12/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B4_T91;NHEN-29911;lasius niger;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45633;
France;RHONE-ALPES;AIN;1;1457;Vonnas;Sol&Co;Sol&Co;2167317;1310;Pitfall;6;46.228868438387;5.02443580687463;202;16/05/2024;15/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T7;NHEN-29927;lasius niger;S;;;;15;15;#N/A;;;N.HENON;ECO&SOLS;45633;
France;RHONE-ALPES;HAUTE-SAVOIE;74;74070;Chens-Sur-Leman;Sol&Co;Sol&Co;2167300;1274;Pitfall;6;46.3317772191028;6.28092715602017;432;17/05/2024;16/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T19;NHEN-29981;lasius niger;S;;;;121;121;#N/A;;;N.HENON;ECO&SOLS;45635;
France;BOURGOGNE;COTE-DOR;21;21356;Losne;Sol&Co;Sol&Co;2167308;1058;Pitfall;6;47.0870418392033;5.27350873305645;184;14/05/2024;13/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T24;NHEN-29986;lasius niger;S;;;;8;8;#N/A;;;N.HENON;ECO&SOLS;45635;
France;AUVERGNE;CANTAL;15;15243;Trizac;ECO&SOLS;Equipe ECO&SOLS;2132906;1587;Pitfall;6;45.2538548457955;2.52555216920108;902;05/06/2024;11/07/2024;Prairie de pâture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T37;NHEN-29999;lasius niger;S;;;;73;73;#N/A;;;N.HENON;ECO&SOLS;45635;
France;BOURGOGNE;SAONE-ET-LOIRE;71;71273;Maltat;Sol&Co;Sol&Co;2167309;1180;Pitfall;6;46.6825057220501;3.78802433819848;270;03/04/2024;03/05/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T46;NHEN-30008;lasius niger;S;;;;146;146;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CHAMPAGNE-ARDENNE;MARNE;51;51048;Belval-Sous-Chatillon;Sol&Co;Sol&Co;2167297;288;Pitfall;6;49.1281765661728;3.85678097784408;193;06/06/2024;06/07/2024;Vignes;;Pitfall;Remplace le site 92;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T64;NHEN-30026;lasius niger;S;;;;17;17;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ALSACE;BAS-RHIN;67;67081;Dahlenheim;Sol&Co;Sol&Co;2167302;476;Pitfall;6;48.5925618400509;7.53207205813478;183;26/04/2024;26/05/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B5_T71;NHEN-30033;lasius niger;S;;;;285;285;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;6;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B6_T32;NHEN-30123;lasius niger;S;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45637;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;6;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B6_T83;NHEN-30177;lasius niger;S;;;;129;129;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;Pitfall;6;45.3690149100078;4.77475157668675;138;10/04/2024;07/05/2024;Verger;;Pitfall;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B9_T30;NHEN-30430;lasius niger;S;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45644;
France;BRETAGNE;MORBIHAN;56;56088;Ile-D'Arz;Université de Rennes;Université de Rennes;2167326;827;trimanuel;1;47.5911205616326;-2.81158007345027;4;17/04/2024;17/04/2024;Culture en bord de mer;;Tri manuel;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B8_T20;NHEN-30320;lasius niger;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;trimanuel;2;45.3690149100078;4.77475157668675;138;10/04/2024;10/04/2024;Verger;;Tri manuel;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B7_T100;NHEN-30300;lasius niger;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45643;
France;CHAMPAGNE-ARDENNE;MARNE;51;51048;Belval-Sous-Chatillon;Sol&Co;Sol&Co;2167297;288;trimanuel;4;49.1281765661728;3.85678097784408;193;06/06/2024;06/06/2024;Vignes;;Tri manuel;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B9_T2;NHEN-30402;lasius niger;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45644;
France;AQUITAINE;LOT-ET-GARONNE;47;47114;Grezet-Cavagnan;Université de Rennes;Université de Rennes;2167324;1826;trimanuel;5;44.3664478290357;0.117461238742218;87;12/03/2024;12/03/2024;Monoculture;;Tri manuel;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B8_T61;NHEN-30361;lasius niger;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45644;
France;AQUITAINE;DORDOGNE;24;24171;Eyzerac;Université de Rennes;Université de Rennes;2167322;1537;trimanuel;6;45.3884443655317;0.892398066995418;203;15/03/2024;15/03/2024;Monoculture;;Tri manuel;;Insecta;Hymenoptera;Formicidae;52817;Lasius niger;Lasius niger (Linnaeus, 1758);E&S_FO_B8_T49;NHEN-30349;lasius niger;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45644;
France;RHONE-ALPES;AIN;1;1058;Bregnier-Cordon;ECO&SOLS;Equipe ECO&SOLS;2132823;1477;Pitfall;1;45.6401693491095;5.61003921649128;209;11/04/2024;07/05/2024;Friche humide;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B1_T29;NHEN-29527;lasius platythorax;S;;;;5;5;#N/A;;;N.HENON;ECO&SOLS;45630;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;1;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T80;NHEN-30071;lasius platythorax;S;;;;8;8;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CHAMPAGNE-ARDENNE;HAUTE-MARNE;52;52540;Vitry-En-Montagne;Sol&Co;Sol&Co;2167316;812;Pitfall;1;47.8106367801133;5.10079251722604;450;11/06/2024;11/07/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B7_T7;NHEN-30201;lasius platythorax;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;AIN;1;1058;Bregnier-Cordon;ECO&SOLS;Equipe ECO&SOLS;2132823;1477;Pitfall;2;45.6401693491095;5.61003921649128;209;11/04/2024;07/05/2024;Friche humide;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B1_T30;NHEN-29528;lasius platythorax;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;FRANCHE-COMTE;HAUTE-SAONE;70;70364;Montjustin-Et-Velotte;Sol&Co;Sol&Co;2167311;870;Pitfall;2;47.6294797750949;6.37142360891853;289;28/05/2024;27/06/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T74;NHEN-30065;lasius platythorax;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;2;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T82;NHEN-30073;lasius platythorax;S;;;;24;24;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CHAMPAGNE-ARDENNE;HAUTE-MARNE;52;52540;Vitry-En-Montagne;Sol&Co;Sol&Co;2167316;812;Pitfall;3;47.8106367801133;5.10079251722604;450;11/06/2024;11/07/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B7_T12;NHEN-30206;lasius platythorax;S;;;;13;13;#N/A;;;N.HENON;ECO&SOLS;45638;
France;FRANCHE-COMTE;HAUTE-SAONE;70;70364;Montjustin-Et-Velotte;Sol&Co;Sol&Co;2167311;870;Pitfall;4;47.6294797750949;6.37142360891853;289;28/05/2024;27/06/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T76;NHEN-30067;lasius platythorax;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;4;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T85;NHEN-30076;lasius platythorax;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;5;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T87;NHEN-30078;lasius platythorax;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45635;
France;CHAMPAGNE-ARDENNE;HAUTE-MARNE;52;52540;Vitry-En-Montagne;Sol&Co;Sol&Co;2167316;812;Pitfall;5;47.8106367801133;5.10079251722604;450;11/06/2024;11/07/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B7_T15;NHEN-30209;lasius platythorax;S;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45638;
France;PAYS DE LA LOIRE;SARTHE;72;72018;Avesnes-En-Saosnois;Université de Rennes;Université de Rennes;2167318;620;Pitfall;6;48.2601626337537;0.383482346651963;89;28/03/2024;25/04/2024;Forêt mixte;;Pitfall;PB prélevés  et envoyés par Info&Sols (Catherine et Louann);Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B2_T66;NHEN-29679;lasius platythorax;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45631;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;6;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B5_T89;NHEN-30080;lasius platythorax;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45635;
France;LORRAINE;MEURTHE-ET-MOSELLE;54;54363;Mercy-Le-Haut;Sol&Co;Sol&Co;2167310;215;Pitfall;6;49.3740703250416;5.84561377272516;365;04/06/2024;04/07/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B7_T3;NHEN-30197;lasius platythorax;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CHAMPAGNE-ARDENNE;HAUTE-MARNE;52;52540;Vitry-En-Montagne;Sol&Co;Sol&Co;2167316;812;Pitfall;6;47.8106367801133;5.10079251722604;450;11/06/2024;11/07/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B7_T18;NHEN-30212;lasius platythorax;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45638;
France;FRANCHE-COMTE;HAUTE-SAONE;70;70364;Montjustin-Et-Velotte;Sol&Co;Sol&Co;2167311;870;trimanuel;4;47.6294797750949;6.37142360891853;289;28/05/2024;28/05/2024;Forêt;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B3_T81;NHEN-29797;lasius platythorax;S;;;;3;3;#N/A;;;N.HENON;ECO&SOLS;45631;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;trimanuel;4;45.6779077470276;2.94301610784092;985;06/06/2024;06/06/2024;Forêt mixte;;Tri manuel;;Insecta;Hymenoptera;Formicidae;219493;Lasius platythorax;Lasius platythorax Seifert, 1991;E&S_FO_B8_T92;NHEN-30392;lasius platythorax;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45644;
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;66146;Porta;ECO&SOLS;Equipe ECO&SOLS;2132884;2312;Pitfall;6;42.5280876159668;1.73446702957153;2267;24/06/2024;29/07/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;219413;Leptothorax acervorum;Leptothorax acervorum (Fabricius, 1793);E&S_FO_B6_T56;NHEN-30149;leptothorax acervorum;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;6;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;219413;Leptothorax acervorum;Leptothorax acervorum (Fabricius, 1793);E&S_FO_B7_T61;NHEN-30261;leptothorax acervorum;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45643;
France;PROVENCE-ALPES-COTE DAZUR;BOUCHES-DU-RHONE;13;13004;Arles;ECO&SOLS;Equipe ECO&SOLS;2132901;2076;Pitfall;2;43.6487932757976;4.50250101102574;0;12/03/2024;15/04/2024;Pelouse écorchée à salicorne;;Pitfall;;Insecta;Hymenoptera;Formicidae;219406;Messor barbarus;Messor barbarus (Linnaeus, 1767);E&S_FO_B2_T42;NHEN-29655;messor barbarus;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;BOUCHES-DU-RHONE;13;13004;Arles;ECO&SOLS;Equipe ECO&SOLS;2132901;2076;Pitfall;3;43.6487932757976;4.50250101102574;0;12/03/2024;15/04/2024;Pelouse écorchée à salicorne;;Pitfall;;Insecta;Hymenoptera;Formicidae;219406;Messor barbarus;Messor barbarus (Linnaeus, 1767);E&S_FO_B2_T43;NHEN-29656;messor barbarus;S;;;;4;4;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;BOUCHES-DU-RHONE;13;13004;Arles;ECO&SOLS;Equipe ECO&SOLS;2132901;2076;Pitfall;6;43.6487932757976;4.50250101102574;0;12/03/2024;15/04/2024;Pelouse écorchée à salicorne;;Pitfall;;Insecta;Hymenoptera;Formicidae;219406;Messor barbarus;Messor barbarus (Linnaeus, 1767);E&S_FO_B2_T46;NHEN-29659;messor barbarus;S;;;;6;6;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;1;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B3_T93;NHEN-29809;messor;G;;;;3;3;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;1;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T9;NHEN-29825;messor;G;;;;5;5;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84065;Lauris;ECO&SOLS;Equipe ECO&SOLS;2132882;2034;Pitfall;1;43.7733624323249;5.30087879165883;292;25/03/2024;22/04/2024;Garrigue;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T47;NHEN-29865;messor;G;;;;1;1;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;RHONE-ALPES;DROME;26;26017;Aucelon;ECO&SOLS;Equipe ECO&SOLS;2132822;1768;Pitfall;2;44.6346263421969;5.34894544254264;751;23/04/2024;27/05/2024;Chênaie claire;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B2_T31;NHEN-29631;Messor;G;;;;15;15;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45630;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;3;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B3_T98;NHEN-29814;messor;G;;;;3;3;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84065;Lauris;ECO&SOLS;Equipe ECO&SOLS;2132882;2034;Pitfall;3;43.7733624323249;5.30087879165883;292;25/03/2024;22/04/2024;Garrigue;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T58;NHEN-29876;messor;G;;;;1;1;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;4;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T2;NHEN-29818;messor;G;;;;2;2;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;4;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T14;NHEN-29831;messor;G;;;;20;20;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;5;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T5;NHEN-29821;messor;G;;;;10;10;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;5;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T19;NHEN-29836;messor;G;;;;3;3;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;4157;Puimoisson;ECO&SOLS;Equipe ECO&SOLS;2132865;1992;Pitfall;6;43.8921670756657;6.10461897406734;712;24/04/2024;28/05/2024;Culture de coriande;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T25;NHEN-29842;messor;G;;;;11;11;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84065;Lauris;ECO&SOLS;Equipe ECO&SOLS;2132882;2034;Pitfall;6;43.7733624323249;5.30087879165883;292;25/03/2024;22/04/2024;Garrigue;;Pitfall;;Insecta;Hymenoptera;Formicidae;194661;Messor;Messor Forel, 1890;E&S_FO_B4_T68;NHEN-29886;messor;G;;;;8;8;#N/A;Messor gr.ibericus;;N.HENON;ECO&SOLS;45632;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;1;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B6_T12;NHEN-30103;Myrmecina graminicola;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45637;
France;MIDI-PYRENEES;LOT;46;46047;Cales;Université de Rennes;Université de Rennes;2167320;1706;Pitfall;2;44.8178511311097;1.51554524633862;202;10/04/2024;06/05/2024;Forêt feuillus;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B3_T37;NHEN-29751;Myrmecina graminicola;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;2;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B3_T96;NHEN-29812;Myrmecina graminicola;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45632;
France;BOURGOGNE;YONNE;89;89309;Pont-Sur-Yonne;Sol&Co;Sol&Co;2167313;633;Pitfall;2;48.2742531650272;3.18548869500691;154;23/04/2024;23/05/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B5_T10;NHEN-29972;Myrmecina graminicola;S;;1;;;1;#N/A;;;N.HENON;ECO&SOLS;45635;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;2;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B6_T17;NHEN-30108;Myrmecina graminicola;S;;1;;2;3;#N/A;;;N.HENON;ECO&SOLS;45637;
France;POITOU-CHARENTES;CHARENTE-MARITIME;17;17226;Mazeray;Université de Rennes;Université de Rennes;2167332;1366;Pitfall;3;45.9346254946214;-0.567270869874808;61;11/03/2024;08/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B2_T23;NHEN-29621;Myrmecina graminicola;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;3;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B6_T19;NHEN-30110;Myrmecina graminicola;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45637;
France;AUVERGNE;HAUTE-LOIRE;43;43016;Auzon;ECO&SOLS;Equipe ECO&SOLS;2132895  ;1549;Pitfall;4;45.3911047765517;3.34517713570663;400;31/05/2024;02/07/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B1_T14;NHEN-29512;Myrmecina graminicola;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45629;
France;POITOU-CHARENTES;CHARENTE;16;16337;Saint-Maurice-Des-Lions;Université de Rennes;Université de Rennes;2167338;1372;Pitfall;4;45.9598382118547;0.672536029377586;222;11/04/2024;07/05/2024;Forêt mixte;;Pitfall;PB 6 à été sorti de terre et reposé (le jalon du PB 6 était visible depuis un chemin de randonné, on peux penser à des curieux qui sont venus voir) aucune trace animale, le PB a juste été sorti et reposer.;Insecta;Hymenoptera;Formicidae;219401;Myrmecina graminicola;Myrmecina graminicola (Latreille, 1802);E&S_FO_B2_T83;NHEN-29696;Myrmecina graminicola;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
