PAYS;REGION;DEPARTEMENT;CD_DEPT;NOM_LOCALITE;PROJET;ORGANISME;OBSERVATEUR;STATION;REPETITION;METHODE;CLASSE;ORDRE;FAMILLE;CD_NOM;CD_REF;LB_NOM;NOM_VALIDE;NOM_CITE;Stade;ABONDANCE_TOTALE;DETERMINATEUR;DATE_DETERMINATION;MASSE;NOM_SAISIE
France;BOURGOGNE;YONNE;89;Pont-Sur-Yonne;RMQS_2024;EST;EST;633;PB6;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;Carabidae;adulte;12;L.ABRAHAM;?;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;carabidae;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;larve;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;6;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;7;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB1;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;7;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Insecta;Orthoptera;NA;185375;185375;Orthoptera;Orthoptera Latreille, 1810;orthoptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;larve;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;4;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;Hymenoptera;adulte;10;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;12;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;16;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB2;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;24;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Trichoptera;NA;185549;185549;Trichoptera;Trichoptera Kirby, 1813;Trichoptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;larve;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Coleoptera;Elateridae;184735;184735;Elateridae;Elateridae Leach, 1815;elateridae;larve;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Orthoptera;NA;185375;185375;Orthoptera;Orthoptera Latreille, 1810;orthoptera;adulte;2;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;2;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;Hymenoptera;adulte;7;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;7;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB3;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;63;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Clitellata;Enchytraeida;Enchytraeidae;183803;183803;Enchytraeidae;Enchytraeidae Vejdovský, 1879;enchytraeidae;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Coleoptera;Elateridae;184735;184735;Elateridae;Elateridae Leach, 1815;elateridae;larve;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Coleoptera;Tenebrionidae;184714;184714;Tenebrionidae;Tenebrionidae Latreille, 1802;tenebrionidae;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Orthoptera;NA;185375;185375;Orthoptera;Orthoptera Latreille, 1810;orthoptera;adulte;2;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Coleoptera;Curculionidae;184685;184685;Curculionidae;Curculionidae Latreille, 1802;Curculionidae;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;carabidae;adulte;14;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;22;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB4;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;205;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB5;Pitfall;Insecta;Coleoptera;Elateridae;184735;184735;Elateridae;Elateridae Leach, 1815;elateridae;larve;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB5;Pitfall;Insecta;Coleoptera;Curculionidae;184685;184685;Curculionidae;Curculionidae Latreille, 1802;Curculionidae;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB5;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;carabidae;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB5;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;4;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB5;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;13;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB5;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;19;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB5;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;206;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Orthoptera;NA;185375;185375;Orthoptera;Orthoptera Latreille, 1810;orthoptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;Hymenoptera;adulte;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;larve;1;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;2;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Coleoptera;Staphylinidae;184776;184776;Staphylinidae;Staphylinidae Latreille, 1802;staphylinidae;adulte;3;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;adulte;4;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Coleoptera;Curculionidae;184685;184685;Curculionidae;Curculionidae Latreille, 1802;Curculionidae;adulte;6;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;carabidae;adulte;8;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;9;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;11;L.ABRAHAM;12/08/2024;;N.HENON
France;LANGUEDOC-ROUSSILLON;PYRENEES-ORIENTALES;66;Porta;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;2312;PB6;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;366;L.ABRAHAM;12/08/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Carabidae;8439;8439;Carabus violaceus;Carabus violaceus Linnaeus, 1758;carabus violaceus;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Dermaptera;NA;184777;184777;Dermaptera;Dermaptera De Geer, 1773;dermaptera;larve;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Gastropoda;0;NA;186338;186338;Gastropoda;Gastropoda Cuvier, 1795;Gastropoda;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Diptera;Syrphidae;184888;184888;Syrphidae;Syrphidae Latreille, 1802;syrphidae;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Curculionidae;726356;726356;Scolytinae;Scolytinae Latreille, 1804;scolytinae;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Hemiptera;Aphididae;185101;185101;Aphididae;Aphididae Latreille, 1802;aphididae;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Arachnida;0;NA;183884;183884;Acari;Acari Leach, 1817;acari;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Carabidae;184615;184615;Carabidae;Carabidae Latreille, 1802;carabidae;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Hymenoptera;NA;185126;185126;Hymenoptera;Hymenoptera Linnaeus, 1758;Hymenoptera;adulte;2;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Blattodea;Ectobiidae;184791;184791;Ectobiidae;Ectobiidae Brunner von Wattenwyl, 1865;ectobiidae;adulte;3;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Carabidae;9158;9158;Abax parallelus;Abax parallelus (Duftschmid, 1812);abax parallelus;adulte;4;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Dermaptera;NA;184777;184777;Dermaptera;Dermaptera De Geer, 1773;dermaptera;adulte;4;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;adulte;4;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Geotrupidae;184752;184752;Geotrupidae;Geotrupidae Latreille, 1802;geotrupidae;adulte;5;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Silphidae;184775;184775;Silphidae;Silphidae Latreille, 1806;silphidae;adulte;5;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Arachnida;Araneae;NA;184348;184348;Araneae;Araneae Clerck, 1758;araneae;adulte;9;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Diptera;NA;184803;184803;Diptera;Diptera Linnaeus, 1758;diptera;adulte;9;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Anthicidae;184697;184697;Anthicidae;Anthicidae Latreille, 1819;anthicidae;adulte;11;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Hemiptera;NA;184980;184980;Hemiptera;Hemiptera Linnaeus, 1758;hemiptera;adulte;13;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Coleoptera;Dermestidae;184636;184636;Dermestidae;Dermestidae Latreille, 1804;dermestidae;adulte;38;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB1;Pitfall;Insecta;Hymenoptera;Formicidae;185188;185188;Formicidae;Formicidae Latreille, 1809;formicidae;adulte;57;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB2;Pitfall;Insecta;Dermaptera;NA;184777;184777;Dermaptera;Dermaptera De Geer, 1773;dermaptera;adulte;1;C.VERSAVEL;05/06/2024;;N.HENON
France;PROVENCE-ALPES-COTE DAZUR;ALPES-DE-HAUTE-PROVENCE;4;Puimoisson;RMQS_2024;UMR ECO&SOLS (INRAE MONTPELLIER);SUD;1992;PB2;Pitfall;Insecta;Coleoptera;NA;184612;184612;Coleoptera;Coleoptera Linnaeus, 1758;Coleoptera;larve;1;C.VERSAVEL;05/06/2024;;N.HENON
