CD_DEPT;NOM_LOCALITE;X (Longitude);Y (Latitude);ALTITUDE;HABITAT;METHODE;FAMILLE;NOM_VALIDE;BOITE;?;?;ABONDANCE_TOTALE;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;DATE_DETERMINATION;MASSE
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;627
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;628
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;630
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;633
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;655
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;659
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;664
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;672
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;693
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;694
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T5;;1;1;;;L.ABRAHAM;45532;695
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T2;1;;1;;;L.ABRAHAM;45532;707
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_GB_T9;;1;1;;;L.ABRAHAM;45532;732
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;750
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;765
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T3;;1;1;;;L.ABRAHAM;45532;770
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;771
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;786
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T1;;1;1;;;L.ABRAHAM;45532;806
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus auratus Linnaeus, 1761;CA_FL_T6;;1;1;;;L.ABRAHAM;45532;905
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Carabus nemoralis O.F. Müller, 1764;CA_GB_T12;;1;1;;;L.ABRAHAM;45532;651
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Carabus problematicus Herbst, 1786;A FAIRE;1;;1;;;T.GELIS;45496;608
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Carabus problematicus Herbst, 1786;;1;;1;oui;;L.ABRAHAM;45492;653
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);A FAIRE;1;;1;vu avec MH;;T.GELIS;45497;42
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T36;1;;1;;;T.GELIS;45525;25
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T23;1;;1;;;T.GELIS;45524;26
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T21;;1;1;vu avec MH;;T.GELIS;45524;27.3
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T24;1;;1;;;T.GELIS;45524;27.4
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T22;1;;1;;;T.GELIS;45524;30.2
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T26;1;;1;;;T.GELIS;45525;34.4
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T29;;1;1;;;T.GELIS;45525;34.4
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T31;;1;1;;;T.GELIS;45525;36.8
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T34;;1;1;;;T.GELIS;45525;38.8
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T20;;1;1;vu avec MH;;T.GELIS;45524;40.4
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T28;1;;1;;;T.GELIS;45525;42.5
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T35;1;;1;;;T.GELIS;45525;43.6
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T33;;1;1;;;T.GELIS;45525;46.2
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T32;;1;1;;;T.GELIS;45525;48.6
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T27;;1;1;;;T.GELIS;45525;51.4
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Chlaenius decipiens (L. Dufour, 1820);CA_B1_T30;;1;1;;;T.GELIS;45525;55.8
1;Bregnier-Cordon;45.6401693491095;5.61003921649128;209;Friche humide;Pitfall;Carabidae;Chlaenius tibialis Dejean, 1826;CA_B1_T2;1;;1;;;T.GELIS;45523;30.9
1;Bregnier-Cordon;45.6401693491095;5.61003921649128;209;Friche humide;Pitfall;Carabidae;Chlaenius vestitus (Paykull, 1790);CA_B1_T1;1;;1;;;T.GELIS;45523;32.7
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Clivina collaris (Herbst, 1784);CA_B3_T16;;1;1;;;T.GELIS;45531;5
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Diachromus germanus (Linnaeus, 1758);CA_B4_T6;1;;1;;;T.GELIS;45533;33.15
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Diachromus germanus (Linnaeus, 1758);CA_B4_T5;;1;1;;;T.GELIS;45533;37.73
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Diachromus germanus (Linnaeus, 1758);CA_B4_T7;;1;1;;;T.GELIS;45533;42.43
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus affinis (Schrank, 1781);;1;;1;oui;;L.ABRAHAM;45492;31
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus affinis (Schrank, 1781);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;33
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus affinis (Schrank, 1781);;1;;1;oui;;L.ABRAHAM;45492;37
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus affinis (Schrank, 1781);CA_B2_T3;1;;1;;;T.GELIS;45525;41
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus affinis (Schrank, 1781);;1;;1;oui;;L.ABRAHAM;45492;43
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus affinis (Schrank, 1781);;1;;1;oui;;L.ABRAHAM;45492;39.9
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus affinis (Schrank, 1781);CA_B2_T2;;1;1;;;T.GELIS;45525;44.5
26;Aucelon;44.6346263421969;5.34894544254264;751;Chênaie claire;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B3_T48;1;;1;;;L.ABRAHAM;45532;133
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B3_T51;1;;1;;;L.ABRAHAM;45532;72
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B3_T52;1;;1;;;L.ABRAHAM;45532;100
12;Belmont-sur-Rance;43.8125780995336;2.72179965795729;506;Chenaie;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B3_T54;;1;1;;;L.ABRAHAM;45532;111
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B3_T60;1;;1;;;L.ABRAHAM;45532;108
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B3_T61;;1;1;;;L.ABRAHAM;45532;120
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B3_T33;;1;1;;;T.GELIS;45532;89.3
6;Le Mas;43.8563416618755;6.90327394449335;757;Prairie;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B2_T38;;1;1;;;T.GELIS;45527;115.8
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);CA_B2_T47;1;;1;;;L.ABRAHAM;45526;56
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);;1;;1;oui;;L.ABRAHAM;45492;57
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus dimidiatus (Rossi, 1790);;1;;1;oui;;L.ABRAHAM;45492;76
13;Arles;43.6487932757976;4.50250101102574;0;Pelouse écorchée à salicorne;Pitfall;Carabidae;Harpalus dispar Dejean, 1829;CA_B2_T14;;1;1;;;T.GELIS;45526;26.3
13;Arles;43.6487932757976;4.50250101102574;0;Pelouse écorchée à salicorne;Pitfall;Carabidae;Harpalus dispar Dejean, 1829;CA_B2_T12;;1;1;;;T.GELIS;45526;28.1
13;Arles;43.6487932757976;4.50250101102574;0;Pelouse écorchée à salicorne;Pitfall;Carabidae;Harpalus dispar Dejean, 1829;CA_B2_T11;1;;1;a étaler ? ;;T.GELIS;45526;30.3
13;Arles;43.6487932757976;4.50250101102574;0;Pelouse écorchée à salicorne;Pitfall;Carabidae;Harpalus dispar Dejean, 1829;CA_B2_T15;;1;1;;;T.GELIS;45526;44.1
13;Arles;43.6487932757976;4.50250101102574;0;Pelouse écorchée à salicorne;Pitfall;Carabidae;Harpalus dispar Dejean, 1829;CA_B2_T16;1;;1;;;T.GELIS;45526;46.7
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;x;L.ABRAHAM;45492;40
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;0;oui;x;L.ABRAHAM;45492;40
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;;;1;un peut grand ;;T.GELIS;14/08/20024;56
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;59
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);CA_B3_T72;;1;1;;;L.ABRAHAM;45532;41.73
64;Lagos;43.2099108298878;-0.231911972629328;245;Culture;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);CA_B3_T9;;1;1;;;T.GELIS;45530;48.5
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;21
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;24
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;25
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;25
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;27
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;27
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;29
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;30
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;;1;1;oui;;L.ABRAHAM;45492;31
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;31
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;31
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;31
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;;1;1;revue le 14/08/24;;T.GELIS;45498;31
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;32
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;32
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;32
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;33
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;;1;1;oui;;L.ABRAHAM;45492;34
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);CA_B1_T72;1;;1;;;L.ABRAHAM;45525;34
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;35
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;35
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;36
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;36
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;;1;1;oui;;L.ABRAHAM;45492;37
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;37
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;38
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;39
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;39
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;39
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;40
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;40
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;;1;1;oui;;L.ABRAHAM;45492;43
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;44
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;46
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;;1;1;revue le 14/08/24;;T.GELIS;45499;48
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45499;49
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;51
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;52
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;;1;1;revue le 14/08/24;;T.GELIS;45499;58
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);CA_B2_T46;1;;1;;;L.ABRAHAM;45526;23.77
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;26.4
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);CA_B2_T45;;1;1;;;L.ABRAHAM;45526;32.24
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);CA_B2_T5;1;;1;;;T.GELIS;45525;38.8
38;Le Peage-De-Roussillon;45.3690149100078;4.77475157668675;138;Verger;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);CA_B2_T6;1;;1;;;T.GELIS;45525;44.16
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);;1;;1;oui;;L.ABRAHAM;45492;34
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;;1;1;vu  avec MH;;T.GELIS;45497;39
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;vu  avec MH;;T.GELIS;45497;45
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;1;;1;revue le 14/08/24;;T.GELIS;45497;47
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Harpalus distinguendus (Duftschmid, 1812);A FAIRE;;1;1;vu  avec MH;;T.GELIS;45497;66
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus honestus (Duftschmid, 1812);CA_B3_T79;1;;1;edeage fait (pas decipiens);;L.ABRAHAM;45533;46.36
81;Belcastel;44.3889199310117;2.32434462405189;579;Culture;Pitfall;Carabidae;Harpalus honestus (Duftschmid, 1812);A FAIRE;;1;1;"vérif critère de ""reflet métalique"" si oui alors id ok ";;T.GELIS;45518;17.6
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Harpalus honestus (Duftschmid, 1812);A FAIRE;1;;1;vu avec MH;;T.GELIS;45497;30
4;Puimoisson;43.8921670756657;6.10461897406734;712;Culture de coriande;Pitfall;Carabidae;Harpalus honestus (Duftschmid, 1812);A FAIRE;;1;1;vu avec MH;;T.GELIS;45497;48
48;Saint-Martin-de-Lansuscle;44.2375443985216;3.7226445983764;928;Lande à bruyère / fougeraie;Pitfall;Carabidae;Harpalus honestus (Duftschmid, 1812);CA_B1_T25;;1;1;;;T.GELIS;45525;28.8
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T43;1;;1;subcylindricus ??;;L.ABRAHAM;;10.1
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T42;1;;1;subcylindricus ??;;L.ABRAHAM;;12.02
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T48;1;;1;subcylindricus ??;;L.ABRAHAM;;13.98
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T15;;1;1;En attente de validation sur I.org;;T.GELIS;45533;14.47
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T45;1;;1;subcylindricus ??;;L.ABRAHAM;;16.44
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T47;1;;1;subcylindricus ??;;L.ABRAHAM;;16.85
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T44;1;;1;subcylindricus ??;;L.ABRAHAM;;18.17
43;Auzon;45.3911047765517;3.34517713570663;400;Prairie de fauche;Pitfall;Carabidae;Harpalus Latreille, 1802;CA_B4_T46;1;;1;subcylindricus ??;;L.ABRAHAM;;28.61
