PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;LIEU-DIT;PROJET;ORGANISME;OBSERVATEUR;CD_STATION;NOM_STATION;ID_ECHANTILLON;X (Longitude);Y (Latitude);ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;FACTEUR_DILUTION;CLASSE;ORDRE;FAMILLE;CD_NOM;RANG;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;Stade;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER;DETERMINATEUR;LEG;DATE_DETERMINATION;ENVOI_CARDOBS;MASSE;Nom_Saisie
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Insecta;Hymenoptera;Formicidae;185188;;Formicidae;Formicidae Latreille, 1809;;TR_LDEC-2954;formicidae;;1;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2955;coleoptera;;5;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2956;diptera;;36;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2957;hemiptera;;11;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2958;Acari;;56;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-2959;gastropoda;;2;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Insecta;Orthoptera;;185375;;Orthoptera;Orthoptera Latreille, 1810;;TR_LDEC-2960;orthoptera;;5;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Besse;;RMQS_2025;UMR SAS;L.LERNER, L. LE CALLONEC, L.DELOURME;2190635;RMQS_25_BESSE_1747;RMQS_25_BESSE_1747_DVAC;44.670287;1.111486004;246;07/04/2025;07/04/2025;Prairie permanente;;DVAC100;4;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2961;hemiptera;larva;67;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;1;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2962;collembola;;7;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;1;Insecta;Hymenoptera;Formicidae;185188;;Formicidae;Formicidae Latreille, 1809;;TR_LDEC-2963;formicidae;;1;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;1;Malacostraca;Isopoda;;184472;;Isopoda;Isopoda Latreille, 1817;;TR_LDEC-2964;isopoda;;1;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;1;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2965;diptera;;4;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;1;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2966;hemiptera;;1;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;1;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-2967;gastropoda;;150;;;;L.DECAENS;;29/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2968;collembola;;319;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Insecta;Hymenoptera;;185126;;Hymenoptera;Hymenoptera Linnaeus, 1758;;TR_LDEC-2969;hymenoptera;;11;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2970;araneae;;19;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Insecta;Hymenoptera;Formicidae;185188;;Formicidae;Formicidae Latreille, 1809;;TR_LDEC-2971;formicidae;;1;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Malacostraca;Isopoda;;184472;;Isopoda;Isopoda Latreille, 1817;;TR_LDEC-2972;isopoda;;2;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2973;coleoptera;;5;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Arachnida;Pseudoscorpiones;;183845;;Pseudoscorpiones;Pseudoscorpiones De Geer, 1778;;TR_LDEC-2974;Pseudoscorpiones;;2;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2975;diptera;;6;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2976;hemiptera;;1;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2977;hemiptera;larva;5;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2978;Acari;;3;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2979;coleoptera;larva;1;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Salon-de-Provence;;RMQS_2025;ECO&SOLS;M.HEDDE, C.VERSAVEL, G.MAGNE, N.HENON;2190657;RMQS_25_SALON-DE_PROVENCE_2079;RMQS_25_SALON-DE_PROVENCE_2079_DVAC;43.6375659;5.1083985;102;17/04/2025;17/04/2025;Parc urbain;;DVAC100;16;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-2980;gastropoda;;80;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Jouillat;;RMQS_2025;EOOD;I.MIALON, A.TAVERNIER, E.FLACHAT;2190620;RMQS_25_JOUILLAT_1295;RMQS_25_JOUILLAT_1295_DVAC;46.25880373;1.908024687;353;25/04/2025;25/04/2025;Prairie permanente;;DVAC100;8;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2981;collembola;;135;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Jouillat;;RMQS_2025;EOOD;I.MIALON, A.TAVERNIER, E.FLACHAT;2190620;RMQS_25_JOUILLAT_1295;RMQS_25_JOUILLAT_1295_DVAC;46.25880373;1.908024687;353;25/04/2025;25/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hymenoptera;;185126;;Hymenoptera;Hymenoptera Linnaeus, 1758;;TR_LDEC-2982;hymenoptera;;2;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Jouillat;;RMQS_2025;EOOD;I.MIALON, A.TAVERNIER, E.FLACHAT;2190620;RMQS_25_JOUILLAT_1295;RMQS_25_JOUILLAT_1295_DVAC;46.25880373;1.908024687;353;25/04/2025;25/04/2025;Prairie permanente;;DVAC100;8;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2983;araneae;;1;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Jouillat;;RMQS_2025;EOOD;I.MIALON, A.TAVERNIER, E.FLACHAT;2190620;RMQS_25_JOUILLAT_1295;RMQS_25_JOUILLAT_1295_DVAC;46.25880373;1.908024687;353;25/04/2025;25/04/2025;Prairie permanente;;DVAC100;8;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2984;diptera;;12;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Jouillat;;RMQS_2025;EOOD;I.MIALON, A.TAVERNIER, E.FLACHAT;2190620;RMQS_25_JOUILLAT_1295;RMQS_25_JOUILLAT_1295_DVAC;46.25880373;1.908024687;353;25/04/2025;25/04/2025;Prairie permanente;;DVAC100;8;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2985;Acari;;8;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Jouillat;;RMQS_2025;EOOD;I.MIALON, A.TAVERNIER, E.FLACHAT;2190620;RMQS_25_JOUILLAT_1295;RMQS_25_JOUILLAT_1295_DVAC;46.25880373;1.908024687;353;25/04/2025;25/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2986;hemiptera;larva;1;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2987;collembola;;18;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2988;araneae;;1;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2989;coleoptera;;1;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-2990;diptera;;2;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2991;hemiptera;;8;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-2992;hemiptera;larva;11;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-2993;Acari;;5;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Houtaud;;RMQS_2025;EODD;E.FLACHAT, I.MIALON, A.TAVERNIER;;RMQS_25_HOUTAUD_1107;RMQS_25_HOUTAUD_1107_DVAC;46.90951885;6.316513081;812;28/04/2025;28/04/2025;Prairie permanente;;DVAC100;8;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-2994;gastropoda;;2;;;;L.DECAENS;;30/01/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Entognatha;Collembola;;184571;;Collembola;Collembola Lubbock, 1870;;TR_LDEC-2995;collembola;;355;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Hymenoptera;;185126;;Hymenoptera;Hymenoptera Linnaeus, 1758;;TR_LDEC-2996;hymenoptera;;26;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Arachnida;Araneae;;184348;;Araneae;Araneae Clerck, 1758;;TR_LDEC-2997;araneae;;35;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Coleoptera;;184612;;Coleoptera;Coleoptera Linnaeus, 1758;;TR_LDEC-2998;coleoptera;;4;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Coleoptera;Staphylinidae;184776;;Staphylinidae;Staphylinidae Latreille, 1802;;TR_LDEC-2999;staphylinidae;;1;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-3000;diptera;;16;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-3001;hemiptera;;16;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Arachnida;;;183884;;Acari;Acari Leach, 1817;;TR_LDEC-3002;Acari;;37;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Thysanoptera;Thripidae;185546;;Thripidae;Thripidae Stephens, 1829;;TR_LDEC-3003;thripidae;larva;4;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Gastropoda;;;186338;;Gastropoda;Gastropoda Cuvier, 1795;;TR_LDEC-3004;gastropoda;;1;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Hemiptera;;18498;;Hemiptera;Hemiptera Linnaeus, 1758;;TR_LDEC-3005;hemiptera;larva;120;;;;L.DECAENS;;02/02/2026;;;
#REF!;#REF!;#REF!;#REF!;#REF!;Sailly-en-Ostrevent;;RMQS_2025;EODD;Estelle D., Charlotte G., Tony M., Quentin V.;;RMQS_25_SAILLY-EN-OSTREVENT_53;RMQS_25_SAILLY-EN-OSTREVENT_53_DVAC;50.28536452;2.994858636;40;04/06/2025;04/06/2025;Prairie permanente;;DVAC100;8;Insecta;Diptera;;18483;;Diptera;Diptera Linnaeus, 1758;;TR_LDEC-3006;diptera;larva;1;;;;L.DECAENS;;02/02/2026;;;
